,text,claim,emotion
19502,ONE of the numerous propaganda artifices deployed by the now-retreating climate-extremist movement has been the careful avoidance of any debate with anyone on the skeptical side of the case who happens to know anything about climate science or economics.,5_2,neutral
19506,"In the concluding paragraph of their report, Kathilankal et al . declare that ""in a scenario of atmospheric warming and increased atmospheric CO 2 levels, S. alterniflora will likely respond positively to both changes,"" and they suggest that these responses ""will result in increased S. alterniflora productivity,"" which, we would add, should be good news for western Atlantic intertidal marshes and the many beneficial services that smooth cordgrass provides to those ecosystems.",3_3,optimism
19507,"Elevated CO 2 enhanced annual average rates of net photosynthesis by 39% and increased stem diameters by 14% and 3% at low and high ozone concentrations, respectively. In addition, elevated CO 2 increased bud lengths at the end of the second growing season by 17%. This phenomenon led to a transitory stimulation of elongation and growth of terminal buds the following spring (+38%), but only in CO 2 -enriched units receiving low ozone concentrations. What it means",3_3,neutral
19511,"What Heidi means by this is that October temperatures have been flat for the past fourteen years, and that there is no evidence of recent global warming.",1_4,neutral
19512,"With Moazami-Goudarzi and Colman determining that S. minor and S. cylindricus ???were able to tolerate a broad range of pH from pH 5.0 to 9.5,?? as well as the broad range of salinities they investigated, it would appear that even the worst nightmare of the world??s climate alarmists would not be a great impediment to the continued wellbeing of these two green marine algae, even without the positive influence of evolutionary forces that would likely come into play over the timespan involved in the seawater transformations envisioned by Caldeira and Wickett.",3_2,curiosity
19513,"If the ACC has evidence about imaginary global warming and links to increased flooding, the IPCC doesnt appear to know about it:",1_7,neutral
19521,"But Kim Carstensen, leader of the global climate initiative at environment group WWF, said the 8% target represented virtually no advance from the 6% cut that Japan had pledged, under the Kyoto Protocol, to achieve by 2012.",4_2,neutral
19527,"First of all, Sefcik et al . write that ""N deposition may alleviate some photosynthetic acclimation to long-term CO 2 enrichment in N-limited understory seedlings."" Second, and most importantly - as well as very bluntly but absolutely correctly stated - they say that ""increasing CO 2 and N deposition from fossil fuel combustion can directly impact seedling physiology and survivorship,"" quite obviously for the better. Reviewed 11 April 2007",3_3,approval
19530,"Parramatta is further inland than the Observatory Hill site and so the summers are warmer and the winters colder. But if there were data for Parramatta back to 1890 it would almost certainly show the same pattern as Observatory Hill. Indeed it was almost certainly hotter in Parramatta, in Western Sydney, in 1926 than anytime since.",2_1,neutral
19531,"The warming weve had in the last thirty years implies that at best, we could expect 1C from a doubling of CO 2 , but observations from eight natural experiments around the globe, and even on Mars and Venus suggest that 0.4C is the upper bound of climate sensitivity to any cause. In addition, if Miscolscki is right, and an increase in carbon dioxide leads to a decrease in water vapor, then the sensitivity due to CO 2 could be close to zero.",3_1,neutral
